uid,lat_fixed,lon_fixed,date,sat_date,abun,sensor,B2,B3,B4,B5,NDCI,NDWI
peos,36.577225598732184,-103.29639133788456,20160823,2016-08-19,38.12691649,S2,708,985,1060,1470,0.16205534,-0.34854499
uieh,36.577225598732184,-103.29639133788456,20161102,2016-11-07,37.52087855,S2,695,920,1152,1339,0.075070255,-0.28068805
eero,35.38528113253978,-104.1861157710786,20160713,2016-07-03,68.36107635498047,S2,313,524,191,131,-0.1863354,0.7068404
llll,35.38528113253978,-104.1861157710786,20150729,2015-07-23,25.54526322,L8,7801,8346,7758,7493,-0.01737591,0.05385441
rimo,35.38528113253978,-104.1861157710786,20160928,2016-09-27,21.2826266,L8,7355,7615,7384,7309,-0.0051044715,0.020503886
vbil,36.18560058961225,-104.80380382630509,20160810,2016-08-12,37.699125,S2,217,363,135,163,0.093959734,1.0
dmwh,32.88278011213332,-107.99305545905379,20190905,2019-08-30,84.40326085,S2,218,864,312,372,0.0877193,0.95475113
sqic,40.38265811055133,-76.03592675730215,20201014,2020-10-17,85.33300018310547,S2,179,329,130,122,-0.031746034,0.8227147
xzfv,39.9013605792466,-75.17843716562346,20170817,2017-08-24,24.66699981689453,S2,406,593,439,695,0.22574955,-0.16713484
jrtg,40.036515932176535,-78.6351991887705,20190430,2019-04-24,29.066999435424805,S2,407,551,408,417,0.010909091,0.21098901
pmir,39.8129321462557,-77.18881395736743,20200910,2020-09-15,45.33300018310547,S2,641,929,745,1209,0.23746161,-0.5355
rttn,40.02889978757725,-75.84969240180499,20181108,2018-11-07,55.79999923706055,S2,3906,3266,2345,2649,0.060873047,-0.2062219
yvbn,40.73090052552229,-80.35870417334209,20190826,2019-08-25,43.06700134277344,S2,392,419,348,533,0.20998865,-0.26102293
xgof,41.40787232925433,-75.23990587364521,20200824,2020-08-14,79.06700134277344,L8,7721,8321,8142,10472,0.1251746,-0.11445751
tppm,41.37746126006983,-75.30422840634117,20200824,2020-08-14,46.46699905395508,L8,7747,8651,8404,13548,0.23432945,-0.22059552
ohse,40.112900333222065,-75.86187912498406,20210721,2021-07-24,57.66699981689453,S2,585,831,546,743,0.15283166,0.20609578
wwde,40.64744399020599,-76.0032504647825,20190820,2019-08-29,93.33300018310547,S2,242,298,204,525,0.44032922,-0.74551666
jmem,41.443090309374455,-75.19480206648961,20190820,2019-08-29,73.93299865722656,S2,418,610,327,393,0.09166667,0.38952163
nicu,40.0678500352791,-76.89862457901127,20180620,2018-06-15,34.266998291015625,S2,168,157,133,123,-0.0390625,1.0
vgik,41.336606976218164,-75.88507982776514,20180523,2018-05-21,39.33300018310547,S2,245,256,192,207,0.037593983,-0.046554934
wtwz,41.3363929393676,-75.88680104077176,20191016,2019-10-23,67.33300018310547,S2,101,118,100,159,0.22779922,-0.4801762
mran,40.47819880972246,-78.28088347816475,20211108,2021-11-09,64.0,S2,115,205,134,124,-0.03875969,0.99029124
etvz,41.39704117279552,-75.36170175981903,20190828,2019-08-29,20.466999053955078,S2,268,437,259,699,0.45929018,-0.70140076
oigd,40.230330759464564,-77.28105938086006,20210721,2021-07-27,47.733001708984375,S2,616,787,632,1057,0.2516282,-0.5093516
qtkf,39.88394333053183,-76.37085875562857,20170607,2017-05-31,45.46699905395508,S2,336,411,256,252,-0.007874016,0.9116279
cdwv,41.31032057550811,-75.046242655793,20200826,2020-08-23,51.233001708984375,L8,36821,35254,35032,36219,0.016659414,-0.013501602
hmay,41.581759433934515,-80.08158887927463,20210728,2021-08-04,32.79999923706055,S2,752,1023,740,1309,0.27769643,-0.541564
qseh,40.80458271132943,-77.18039517457852,20211108,2021-11-06,23.0,S2,584,834,697,1357,0.32132426,-0.6171678
pxhs,41.7296588976752,-77.2921848379884,20171025,NONE,45.867000579833984,NONE,0,,,,0,0
mtua,41.33266067178587,-75.8865959221233,20190823,2019-08-29,48.66699981689453,S2,8018,7694,7526,8024,0.032025725,-0.058665197
iuvv,40.025328047633444,-76.52285613323738,20170524,2017-05-31,22.933000564575195,S2,353,403,304,243,-0.11151737,0.7753304
yqih,41.36730788697114,-75.31870264836066,20190820,2019-08-29,74.93299865722656,S2,577,819,560,906,0.23601638,0.05134788
sbpo,40.066151117777736,-75.72123015955626,20200812,2020-08-03,21.600000381469727,S2,2429,2407,1966,2349,0.08876014,-0.2725899
uffi,40.03002794014377,-77.30034499291621,20190828,2019-08-29,74.66699981689453,S2,360,340,180,174,-0.016949153,0.021021022
ycrw,39.84077923233448,-76.35057876403751,20170607,2017-05-31,20.799999237060547,S2,455,498,327,292,-0.05654281,1.0
bmqv,39.84049830896811,-76.34632924073357,20170607,2017-05-31,25.267000198364258,S2,548,615,467,447,-0.021881837,0.5491184
bbig,41.6655325654256,-75.34246965697552,20170823,2017-08-24,33.06700134277344,S2,245,256,182,230,0.116504855,-0.048327137
osxp,40.77353844979533,-77.68347987363039,20181022,2018-10-19,84.33300018310547,L8,7916,9071,9038,11205,0.10704935,-0.10524759
rtck,39.812147344470304,-76.03130266950973,20210825,2021-09-02,76.0,S2,637,1155,1521,1650,0.040681172,0.11325301
lgax,41.29949387815034,-80.18393862575438,20200921,2020-09-23,52.0,S2,160,306,214,598,0.4729064,-0.72407573
ovqc,41.84006178065747,-75.36517539953967,20170822,2017-08-24,74.26699829101562,S2,300,303,227,262,0.07157464,-0.09821428
fgiv,39.805498824799606,-76.05610864867005,20210825,2021-09-02,52.0,S2,717,1330,1824,1977,0.040252566,0.02425876
vzqp,41.732231798983044,-77.29251035236531,20171025,NONE,20.0,NONE,0,,,,0,0
mowu,40.379911304302404,-76.03214989870989,20201014,2020-10-17,40.66699981689453,S2,166,349,137,134,-0.011070111,0.6270396
frgp,40.37974185846238,-76.03199828927407,20190716,2019-07-25,76.66649627685547,S2,522,649,430,550,0.12244898,0.045088567
mktd,40.79747936335129,-77.19544909973496,20170426,2017-04-23,30.0,L8,7640,8190,7879,7588,-0.018814249,0.038154393
agcl,40.48477152467524,-78.27506435129,20211108,2021-11-09,64.66699981689453,S2,144,252,155,140,-0.050847456,0.9310345
sleu,39.929988008009715,-76.43205991758713,20170620,2017-06-20,67.33300018310547,S2,1237,1134,920,975,0.029023746,-0.23918149
rdui,41.45980747922382,-75.18869755714744,20190820,2019-08-29,67.33300018310547,S2,373,547,281,325,0.072607264,0.41709843
ghef,41.80269897293065,-77.19429865166316,20180619,NONE,28.533000946044922,NONE,0,,,,0,0
sfrb,41.44775006997531,-75.1810011487292,20190820,2019-08-29,66.66699981689453,S2,382,524,322,423,0.13557047,0.31989923
lsjo,41.8146092318444,-79.84060122194222,20190822,2019-08-20,71.19999694824219,S2,530,711,587,864,0.19090283,-0.3938619
xymd,40.38870019247875,-76.07922462853111,20210804,2021-08-08,23.933000564575195,S2,403,567,274,332,0.09570957,0.33726415
zqzy,41.83991908942375,-75.36714186310424,20170427,NONE,38.46699905395508,NONE,0,,,,0,0
rnmf,41.375780178972676,-75.27693870789408,20200908,2020-09-15,69.5999984741211,L8,8343,9729,8708,18211,0.35302204,-0.3035791
jipa,40.38029924609405,-76.03160142928031,20200730,2020-07-29,48.733001708984375,S2,267,573,198,269,0.15203427,0.5872576
gnrh,40.80410112841566,-77.17743879058008,20171024,2017-10-18,42.66699981689453,S2,243,375,234,205,-0.066059224,0.93798447
kyxd,41.392929881624234,-75.36093033533679,20200908,2020-09-15,26.533000946044922,L8,8225,9420,8442,15473,0.29399958,-0.24316072
hjft,40.4697175995188,-75.18749805896405,20170912,2017-09-08,70.80000305175781,S2,353,271,227,216,-0.024830699,0.18340611
kzxi,40.4697175995188,-75.18749805896405,20180830,2018-08-24,53.06700134277344,S2,230,212,149,192,0.1260997,0.011933174
uzdq,41.57845969915496,-80.07746866990126,20210728,2021-08-04,26.799999237060547,S2,1009,1335,1251,1737,0.1626506,-0.44640264
urml,41.37091975882443,-75.27700113530882,20190820,2019-08-29,62.0,S2,350,542,298,388,0.13119534,0.40596628
bovq,40.22952812127494,-77.28102816715268,20210830,2021-09-02,90.53299713134766,S2,422,672,809,814,0.0030807147,0.25607476
eoqh,40.22952812127494,-77.28102816715268,20210721,2021-07-27,86.46700286865234,S2,486,689,391,534,0.1545946,0.1951431
lhxa,40.22952812127494,-77.28102816715268,20210628,2021-06-24,97.5999984741211,S2,327,504,300,382,0.1202346,0.38842976
bngb,41.75327875595531,-75.20024216977481,20180816,2018-08-24,57.06700134277344,S2,384,443,262,359,0.15619968,-0.02530253
eeki,41.61917129177292,-80.30082504166838,20170626,2017-06-16,29.33300018310547,S2,213,209,130,114,-0.06557377,0.62015504
ccin,39.79721827414336,-76.04277593652024,20210722,2021-07-24,85.26699829101562,S2,289,308,219,263,0.09128631,-0.03599374
exxr,39.79721827414336,-76.04277593652024,20210825,2021-09-02,32.0,S2,645,1237,1686,1884,0.055462185,0.0016194332
ghww,41.55644065815304,-75.71394398843493,20210701,2021-06-24,22.66699981689453,S2,268,358,219,229,0.02232143,0.24738675
wnqm,41.55644065815304,-75.71394398843493,20210624,2021-06-24,42.599998474121094,S2,268,358,219,229,0.02232143,0.24738675
woap,41.55644065815304,-75.71394398843493,20210921,2021-09-27,58.66699981689453,S2,492,520,434,546,0.114285715,-0.15652879
mnfy,41.36474836296646,-75.29900233990652,20190820,2019-08-29,84.0,S2,333,545,269,383,0.17484662,0.48097825
qydp,41.85181151193329,-78.96182834093541,20190416,2019-04-24,20.66699981689453,S2,423,555,380,326,-0.07648725,0.57670456
eqmz,41.439879756615966,-75.21218810149699,20200908,2020-09-15,20.33300018310547,L8,8433,9550,8688,16734,0.31649753,-0.27332217
gtcf,40.113752021523275,-79.52790230146826,20190829,NONE,85.13300323486328,NONE,0,,,,0,0
lskw,41.754580813462916,-75.20269021625315,20190814,2019-08-09,26.399999618530273,S2,658,657,503,469,-0.034979425,0.2794547
oeeh,41.70056326330147,-80.10138728795194,20200824,2020-08-19,69.46700286865234,S2,179,196,151,262,0.26876512,-0.49024707
yccq,40.40585881333241,-76.08000051211442,20190820,2019-08-29,68.66699981689453,S2,398,571,313,790,0.43245694,0.19331244
uphq,40.064684073531154,-76.90031011920948,20180820,2018-08-24,54.0,S2,300,315,250,147,-0.25944585,0.13105924
bwet,41.33280336301957,-75.88649782190012,20190903,2019-08-29,94.0,S2,7782,7632,7708,8285,0.036078285,-0.04120603
ddqo,41.33280336301957,-75.88649782190012,20191016,2019-10-23,66.4000015258789,S2,5,59,39,70,0.28440368,0.7878788
ushu,41.33280336301957,-75.88649782190012,20190912,2019-09-18,87.5999984741211,S2,228,375,198,331,0.25141776,0.54320985
decm,40.48109722540719,-76.53251454611916,20151020,2015-10-20,65.06700134277344,L8,7910,8605,8633,12285,0.17458647,-0.17616084
gffr,41.80687715061772,-77.19749136801742,20180726,2018-07-28,30.732999801635742,S2,1908,2048,1900,2327,0.10101727,-0.30173883
snze,41.80687715061772,-77.19749136801742,20180711,2018-07-08,73.06700134277344,S2,372,635,545,789,0.18290855,0.13089937
imsq,40.20465079649777,-76.30827527234347,20201210,2020-12-06,38.0,S2,166,345,252,198,-0.12,0.78756475
ynkl,40.20465079649777,-76.30827527234347,20200812,NONE,71.66699981689453,NONE,0,,,,0,0
hhag,41.80443802234149,-77.1911639036226,20210728,2021-07-27,36.266998291015625,S2,573,805,600,1231,0.34462044,-0.5979021
epzt,41.806649736464,-76.66047736904989,20200811,2020-08-11,58.400001525878906,S2,514,763,632,1086,0.26426077,-0.4485002
jjfu,42.15669808736161,-80.15249750422653,20180820,2018-08-20,50.46699905395508,S2,1427,1318,1084,1080,-0.0018484289,0.22718808
ueph,40.07317866103797,-76.89456233795158,20180820,2018-08-24,45.599998474121094,S2,284,312,259,338,0.1323283,-0.018867925
lfin,40.66800044606238,-75.83630172134148,20180912,2018-09-03,68.0,S2,433,563,430,702,0.24028268,-0.3634822
pvyh,40.77739111310551,-77.68171852871428,20181022,2018-10-19,75.46700286865234,L8,8265,9543,9364,12698,0.15111957,-0.14185514
bqip,42.294252436658304,-79.86683857254069,20180806,2018-07-29,30.466999053955078,L8,8154,8807,8137,8462,0.019579493,0.019977996
opqy,41.38909059561722,-74.90232962839409,20200824,2020-08-28,63.33300018310547,S2,1122,1157,920,1342,0.18656057,-0.4055998
qhwk,40.03305121065801,-75.85816915290759,20181108,2018-11-07,27.600000381469727,S2,5213,5344,5614,6299,0.05750021,-0.0839904
ifmg,41.42374226990355,-75.22810263315674,20190820,2019-08-29,35.33300018310547,S2,388,590,312,399,0.12236287,0.43203884
blza,40.5962000008998,-79.99749915160875,20181031,NONE,39.33300018310547,NONE,0,,,,0,0
iyxp,41.41461003094609,-74.91629107379242,20200824,2020-08-28,20.0,S2,4835,4623,4356,4924,0.061206896,-0.12501183
hwul,40.031570789108265,-78.61991784946035,20190430,2019-04-24,46.66699981689453,S2,319,436,274,279,0.009041592,0.4041868
gmvl,41.10748944589,-76.66183293577014,20180807,2018-08-09,56.400001525878906,S2,3488,3010,2562,2923,0.06581586,-0.16284244
qvtg,41.10769902363952,-76.66171254004169,20180807,2018-08-09,47.266998291015625,S2,3488,3010,2562,2923,0.06581586,-0.16284244
zkim,41.69417337149188,-80.08582948437646,20200824,2020-08-19,55.33300018310547,S2,6896,6507,6309,6691,0.029384615,-0.045684535
puuw,39.884170744685555,-76.3748318146672,20170607,2017-05-31,23.867000579833984,S2,348,370,227,173,-0.135,1.0
frxr,41.99847134558114,-78.9518488727778,20190418,2019-04-24,21.933000564575195,S2,340,447,309,245,-0.115523465,0.6772983
esav,41.39248843061995,-75.36070292118308,20190828,2019-08-29,25.33300018310547,S2,271,440,226,564,0.4278481,-0.66742253
luvf,40.114608168925535,-75.85968078816471,20181002,2018-10-03,32.66699981689453,S2,735,1162,678,1164,0.26384366,0.305618
syte,40.114866796786636,-75.85932851918149,20210721,2021-07-24,86.66699981689453,S2,608,804,582,1069,0.29497275,-0.50324374
lzaf,41.33285687223222,-75.88661375852752,20180523,2018-05-21,72.86699676513672,S2,229,265,214,237,0.050997782,-0.025735294
yyfw,40.412351264466224,-76.08614961246711,20200730,2020-07-29,57.79999923706055,S2,301,532,321,551,0.26376146,-0.14606741
sxsg,41.0267172894079,-77.64819946609552,20200916,2020-09-20,58.132999420166016,S2,2415,3314,3970,3822,-0.01899384,-0.19249512
qbdv,39.84056965458496,-76.3485097411487,20170607,2017-05-31,34.66699981689453,S2,550,586,446,406,-0.04694836,0.74925375
obli,40.588200373609915,-79.05071160223375,20170705,2017-07-03,66.0,S2,4793,4558,4435,4859,0.04562083,-0.11063415
kqeo,41.7669280642799,-76.58659452369534,20181108,NONE,62.46699905395508,NONE,0,,,,0,0
nejc,41.7669280642799,-76.58659452369534,20180423,2018-05-01,65.33300018310547,S2,240,248,167,148,-0.06031746,0.2556962
unlo,41.812598177269294,-77.1971970673479,20180711,2018-07-08,31.267000198364258,S2,619,1086,598,1452,0.41658536,-0.5928009
ctgf,40.38449971928641,-76.04060435430722,20200730,2020-07-29,37.93299865722656,S2,442,773,543,1311,0.4142395,-0.6948885
injl,41.3761235297538,-75.28233422016875,20200817,2020-08-08,72.73300170898438,S2,230,444,201,806,0.60079443,-0.7824063
wxwq,40.574840906853794,-79.61860487599641,20210811,2021-08-09,38.66699981689453,S2,475,526,339,476,0.16809817,-0.25071225
jvra,41.81115788762904,-77.19999292370841,20180619,NONE,54.132999420166016,NONE,0,,,,0,0
tzpf,41.69486899125622,-80.0943998766012,20190822,2019-08-20,97.53299713134766,S2,503,548,504,721,0.17714286,-0.13359684
oytm,40.456670269836415,-79.45291359905247,20170718,2017-07-26,68.66699981689453,S2,391,377,292,296,0.006802721,0.05602241
yalg,41.83988787571638,-75.36575508267661,20171107,2017-11-12,28.533000946044922,S2,43,48,44,39,-0.060240965,0.35211268
fjnf,39.93666774138778,-76.43888680129994,20170802,2017-07-30,26.0,S2,991,1523,1795,1785,-0.002793296,0.24225122
vupg,40.06618233148511,-75.72113205933309,20200812,2020-08-03,38.0,S2,2531,2544,2285,2682,0.07992752,-0.26100218
obxp,41.55442960357795,-75.70577045620396,20210812,2021-08-08,80.0,S2,380,438,350,617,0.2761117,-0.45825604
ualm,41.55442960357795,-75.70577045620396,20210921,2021-09-27,65.33300018310547,S2,788,861,746,1082,0.18380743,-0.37945947
ueqt,41.55442960357795,-75.70577045620396,20210614,2021-06-14,61.33300018310547,S2,439,503,462,642,0.16304348,-0.23381568
wvtx,41.55442960357795,-75.70577045620396,20210624,2021-06-24,77.33300018310547,S2,303,422,329,559,0.259009,-0.34113973
yrpp,41.55442960357795,-75.70577045620396,20210823,2021-08-13,30.466999053955078,S2,318,420,318,523,0.24375743,-0.3837124
mvcj,41.367120604726885,-75.31870264836066,20201014,2020-10-17,41.66699981689453,S2,214,376,350,399,0.06542056,-0.07274969
oxge,41.46349961489608,-80.05680073651853,20200826,2020-08-19,21.867000579833984,S2,162,251,110,440,0.6,-0.81261665
zvdq,40.4197667495181,-76.60179114008548,20180717,2018-07-08,36.132999420166016,S2,262,315,232,259,0.05498982,0.26252505
rihl,41.37198994307725,-75.291198913063,20190820,2019-08-29,73.86699676513672,S2,255,407,216,391,0.28830314,-0.300086
twyq,41.803082455621244,-77.19483374378957,20210916,2021-09-20,33.599998474121094,S2,571,582,480,594,0.10614525,-0.21721587
wrfu,41.80602992141757,-77.19818252868072,20210916,2021-09-20,24.466999053955078,S2,683,697,562,705,0.11286504,-0.37348315
kdmo,41.572600440370735,-75.7077502970717,20210614,2021-06-14,35.33300018310547,S2,273,300,224,177,-0.11720698,0.58311343
llqa,41.572600440370735,-75.7077502970717,20210624,2021-06-24,43.266998291015625,S2,312,401,293,297,0.006779661,0.47155964
sedr,41.572600440370735,-75.7077502970717,20210921,2021-09-27,25.799999237060547,S2,859,862,759,914,0.09264794,-0.13148615
gdwo,41.60953071529537,-80.10543615170846,20210728,2021-08-04,51.33300018310547,S2,5890,5755,5555,5973,0.036259543,-0.15386312
ynpe,40.37985779508977,-76.03202950298144,20210804,2021-08-13,26.66699981689453,S2,312,449,194,214,0.04901961,0.31864905
fqlc,39.80533829716168,-76.88722265761761,20180809,2018-08-07,65.53299713134766,S2,880,783,483,528,0.044510387,-0.18267223
ehaq,41.10238377518381,-76.6607538333152,20180807,2018-08-09,44.400001525878906,S2,1565,1797,1593,1990,0.110801004,-0.20044494
cqhh,41.37583814728637,-75.27850385236384,20190820,2019-08-29,75.26699829101562,S2,392,581,343,468,0.1541307,0.26717559
tlto,40.575679217851835,-79.61519812279157,20210811,2021-08-09,31.33300018310547,S2,465,556,359,411,0.067532465,0.110889114
gtjz,40.14519760215218,-80.46732341590297,20180723,2018-07-13,45.20000076293945,L8,7602,8259,7604,8642,0.06389265,-0.02266138
mlzh,41.80691282342615,-77.19744231790584,20210830,2021-08-24,96.0,L8,9777,11400,12070,15784,0.13333812,-0.16127133
pldi,41.80691282342615,-77.19744231790584,20210916,2021-09-20,38.0,S2,615,630,601,909,0.20397352,-0.21348314
vcjb,41.80691282342615,-77.19744231790584,20210802,2021-07-27,66.26699829101562,S2,475,615,497,689,0.1618887,0.06401384
cpji,41.575909093352394,-75.70620744810721,20210823,2021-08-13,24.0,S2,286,479,289,792,0.4653099,-0.63351184
cpxr,41.575909093352394,-75.70620744810721,20210921,2021-09-27,37.33300018310547,S2,1141,1177,1007,1446,0.17896454,-0.3842532
iizl,41.575909093352394,-75.70620744810721,20210614,2021-06-14,27.33300018310547,S2,323,538,295,739,0.42940038,-0.6381977
rkhp,41.575909093352394,-75.70620744810721,20210624,2021-06-24,73.33300018310547,S2,371,581,327,873,0.455,-0.6421312
lnpc,40.09027485447688,-76.87313189828872,20180620,2018-06-15,49.33300018310547,S2,102,110,87,74,-0.08074534,1.0
nnnw,40.09027485447688,-76.87313189828872,20180716,2018-07-08,56.20000076293945,S2,295,335,244,259,0.029821074,0.18794326
oqpu,40.09027485447688,-76.87313189828872,20180820,2018-08-24,43.93299865722656,S2,251,217,162,191,0.08215298,-0.020316027
mdad,41.56372237017332,-75.7078171835875,20210921,2021-09-27,36.66699981689453,S2,528,581,513,658,0.12382579,-0.19917299
mzmi,41.56372237017332,-75.7078171835875,20210823,2021-08-13,27.933000564575195,S2,289,413,277,455,0.2431694,-0.14492753
nmrh,41.56372237017332,-75.7078171835875,20210624,2021-06-24,43.599998474121094,S2,298,382,295,403,0.15472779,-0.113689095
olfj,41.56372237017332,-75.7078171835875,20210614,2021-06-14,26.66699981689453,S2,261,305,233,313,0.14652015,-0.16552667
vbsz,41.56372237017332,-75.7078171835875,20210812,2021-08-08,68.80000305175781,S2,335,378,266,445,0.2517581,-0.13402061
yezs,40.03017063137749,-77.29959140483818,20190422,2019-04-24,30.399999618530273,S2,227,294,128,123,-0.01992032,0.33031675
sqjd,41.42195862948216,-75.26399839663698,20190820,2019-08-29,58.0,S2,319,489,231,300,0.1299435,0.54992074
vzud,40.41461202870032,-76.1018010571647,20200827,2020-08-28,60.93299865722656,S2,2110,2074,1787,2150,0.09220219,-0.2500452
cpzg,40.44299866600656,-79.43665125751055,20170718,2017-07-26,25.66699981689453,S2,480,542,374,374,0.0,0.22347629
fsli,40.53034799654251,-75.0695280814941,20171206,2017-11-27,23.066999435424805,S2,197,273,163,152,-0.034920637,0.5
utaz,40.45659000601746,-75.23245025668385,20180830,2018-08-24,57.06700134277344,S2,250,218,171,197,0.07065217,0.13246754
ljpg,41.895002364736975,-76.23832535411806,20171113,2017-11-17,32.733001708984375,S2,82,104,41,52,0.11827957,0.7478992
jexn,40.98251422066508,-81.09810785092343,20170801,2017-07-26,47.08970588,L8,8347,10135,9861,13895,0.16980973,-0.15647107
uatk,41.632490626619564,-80.44041274104542,20160824,2016-08-24,26.75933333,L8,7919,8748,8056,20021,0.42614952,-0.39184538
wuyu,41.632490626619564,-80.44041274104542,20190717,2019-07-26,30.81833333,S2,383,576,277,1001,0.5665102,-0.7438862
htou,41.021660668813276,-80.99999425044446,20180705,2018-07-11,34.35969072,S2,1296,1656,1818,1864,0.01249321,-0.106796116
hyxn,41.021660668813276,-80.99999425044446,20171115,2017-11-23,23.80277778,S2,7662,7268,7085,7662,0.0391266,-0.0058815484
klwy,41.021660668813276,-80.99999425044446,20190815,2019-08-05,55.95740741,S2,754,781,709,761,0.03537415,0.05185185
urhs,41.021660668813276,-80.99999425044446,20170802,2017-07-26,36.27608696,L8,10127,12485,12346,16275,0.13727683,-0.13178025
wgug,41.021660668813276,-80.99999425044446,20150721,2015-07-21,21.13282115,L8,29477,27657,27362,27384,4.0185585E-4,0.004959939
yexw,41.021660668813276,-80.99999425044446,20170628,2017-06-21,30.34000015258789,S2,1419,1768,1894,1728,-0.045831032,-0.049462367
onrq,38.927118344685525,-80.49717709745579,20170726,2017-07-26,51.13496403,S2,668,868,759,894,0.08166969,-0.0028719127
abjj,42.056765173652835,-78.87921457571822,20190924,2019-09-21,55.04933333,S2,465,696,434,582,0.1456693,0.35672516
ilua,42.056765173652835,-78.87921457571822,20140827,2014-08-28,71.08057171,L8,8543,10032,8506,7599,-0.056317914,0.13799557
phrt,42.056765173652835,-78.87921457571822,20150910,2015-09-16,30.4363388,L8,8087,9007,8368,7896,-0.029021151,0.06572798
tgiq,42.056765173652835,-78.87921457571822,20180925,2018-09-16,43.66825397,S2,391,679,344,579,0.25460455,0.46494067
knsy,41.29929767770398,-80.7583288097519,20200904,2020-09-08,22.41123077,S2,532,817,558,1223,0.37338573,-0.6160714
gbro,42.02124397466108,-78.95832794660846,20140827,2014-08-28,29.81818182,L8,18561,19704,19492,22948,0.08143261,-0.0760574
kwge,42.02124397466108,-78.95832794660846,20131017,2013-10-12,24.30145631,L8,8164,9025,8172,7507,-0.04241342,0.091821924
kxtj,42.02124397466108,-78.95832794660846,20150910,2015-09-16,26.87917453,L8,8267,8780,8123,7733,-0.024596367,0.06340459
mcuu,42.02124397466108,-78.95832794660846,20160830,2016-09-04,79.70934783,S2,358,665,297,450,0.20481928,0.53757226
myea,42.02124397466108,-78.95832794660846,20130716,NONE,32.73748227,NONE,0,,,,0,0
vhqp,41.381238118662104,-80.7416919037215,20180809,NONE,84.280625,NONE,0,,,,0,0
rbik,41.32249838048506,-80.34414074930153,20151007,NONE,21.16938776,NONE,0,,,,0,0
kyin,41.29457103058733,-80.43282335105246,20150701,2015-07-05,30.33723285,L8,8514,10402,9341,13234,0.1724474,-0.11981723
smex,41.00357455494051,-81.0606870748829,20170912,2017-09-04,81.43055556,S2,1800,2102,1968,2380,0.09475621,-0.22947215
uatw,41.00357455494051,-81.0606870748829,20170801,2017-07-26,73.41860465,L8,7564,9894,9846,17184,0.27147615,-0.26922226
vpmk,41.00357455494051,-81.0606870748829,20170627,2017-06-21,26.18049887,S2,351,457,334,407,0.09851552,0.49836066
whtk,41.00357455494051,-81.0606870748829,20150721,2015-07-21,78.1093617,L8,45459,42718,43497,43737,0.002751221,-0.011786479
lcnh,41.50603052074384,-80.46901341520223,20161019,2016-10-14,52.80841837,S2,785,1203,1305,1609,0.10432395,-0.34441417
vsqg,41.00513078120816,-81.02180371369685,20170913,2017-09-04,26.04279891,S2,550,655,458,646,0.17028986,0.12833764
abvn,41.693326142291724,-80.0770807281096,20150925,2015-09-16,56.77361111,L8,8240,9657,9005,20953,0.39882502,-0.36902973
jmvn,41.693326142291724,-80.0770807281096,20170621,2017-06-11,60.45134615,S2,553,882,730,1392,0.31196985,-0.6174366
skny,41.693326142291724,-80.0770807281096,20150623,NONE,66.56137931,NONE,0,,,,0,0
ufxf,41.693326142291724,-80.0770807281096,20140729,2014-07-27,51.04499816894531,L8,8919,10736,10163,21964,0.36732343,-0.3433639
zrdv,42.05214108586041,-78.87660600160196,20140828,2014-08-28,93.55798913,L8,8724,10117,9665,16264,0.25450268,-0.23300861
cfpy,41.99230440882422,-78.92921893493157,20140825,2014-08-28,28.75966418,L8,7883,8516,7690,7323,-0.02444548,0.075320415
dleg,41.99230440882422,-78.92921893493157,20160919,2016-09-24,34.15299987792969,S2,293,508,244,174,-0.16746412,0.833935
fifi,41.99230440882422,-78.92921893493157,20150803,2015-07-30,33.29393116,L8,7732,7958,7564,7607,0.002834355,0.022550594
gjsr,41.99230440882422,-78.92921893493157,20150714,NONE,52.94046154,NONE,0,,,,0,0
hmto,41.99230440882422,-78.92921893493157,20130924,2013-09-26,24.24312292,L8,7807,8639,7908,7440,-0.030492572,0.074569315
ilgz,41.99230440882422,-78.92921893493157,20150810,2015-08-15,21.59501366,L8,9150,11854,10746,15270,0.17389299,-0.12594013
kmhm,41.99230440882422,-78.92921893493157,20131014,2013-10-12,29.315000534057617,L8,7744,8762,7968,7339,-0.04109231,0.08837961
ksua,41.99230440882422,-78.92921893493157,20150720,NONE,46.30266667,NONE,0,,,,0,0
kvsy,41.99230440882422,-78.92921893493157,20151026,2015-10-20,69.71271318,S2,331,466,336,416,0.10638298,-0.04994903
mnrf,41.99230440882422,-78.92921893493157,20160823,2016-08-22,42.33806202,S2,367,600,273,243,-0.058139537,0.8018018
msnp,41.99230440882422,-78.92921893493157,20140923,2014-09-29,25.14767157,L8,5357,7609,6953,7267,0.022081574,0.022990052
osto,41.99230440882422,-78.92921893493157,20160830,2016-09-04,32.55460784,S2,357,653,278,338,0.097402595,0.60837436
sjjs,41.99230440882422,-78.92921893493157,20140811,NONE,25.21338583,NONE,0,,,,0,0
smvc,41.99230440882422,-78.92921893493157,20150727,2015-07-30,62.91210106,L8,7732,7958,7564,7607,0.002834355,0.022550594
vlfa,41.99230440882422,-78.92921893493157,20190829,2019-09-06,28.17902256,S2,333,427,224,196,-0.06666667,0.5962617
vnhs,41.99230440882422,-78.92921893493157,20150817,2015-08-15,32.06905738,L8,9150,11854,10746,15270,0.17389299,-0.12594013
wgau,41.99230440882422,-78.92921893493157,20170919,2017-09-21,57.21076923,S2,491,659,354,410,0.07329843,0.27097395
